description,location,price_naira,bedrooms,bathrooms,city,house_type,building_age
2 Bedroom Flat,"Shakiru Adeoye, Off Barracks, Ori Oke, Ogudu Lagos",2000000.0,2.0,2.0,Ogudu,flat & apartment,Old
2 Bedroom Flat,"Agboyi Estate, Alapere Ketu Lagos",2500000.0,2.0,2.0,Ketu,flat & apartment,Old
2 Bedroom Flat,"Agboyi Estate, Alapere, Ketu Lagos",2500000.0,2.0,2.0,Ketu,flat & apartment,Old
2 Bedroom Flat,"Shakiru Adeoye, Off Barracks, Ori Oke, Ogudu Lagos",2000000.0,2.0,2.0,Ogudu,flat & apartment,Old
2 Bedroom Flat,Facing Directly Admiralty Way Lekki Phase 1 Lekki Lagos,35000000.0,2.0,2.0,Lekki,flat & apartment,Old
1 Bedroom Apartment,Banana Island Ikoyi Lagos,18000000.0,1.0,1.0,Ikoyi,flat & apartment,Old
4 Bedroom Semi Detached Duplex,Off Admiralty Way Lekki Phase 1 Lekki Lagos,18000000.0,4.0,4.0,Lekki,duplex,Old
Serviced 3 Bedroom Apartment,Old Ikoyi Ikoyi Lagos,30000000.0,3.0,3.0,Ikoyi,flat & apartment,Old
Serviced 2 Bedroom Penthouse,Off Admiralty Way Lekki Phase 1 Lekki Lagos,15000000.0,2.0,2.0,Lekki,penthouse,Old
Standard Mini Flat,Adeola Odeku Victoria Island Lagos,5500000.0,1.0,1.0,Victoria Island,flat & apartment,Old
Mini Flat,"New Road, Igbo Efon Lekki Lagos",4200000.0,1.0,1.0,Lekki,flat & apartment,Old
3 Bedroom Flat,Ikate Lekki Ikate Lekki Lagos,13000000.0,3.0,3.0,Lekki,flat & apartment,Old
Newly Built 2 Bedroom Flat,Ologolo Lekki Lagos,7000000.0,2.0,2.0,Lekki,flat & apartment,New
Mini Flat,New Road Opp Chevron Lekki Igbo Efon Lekki Lagos,5000000.0,1.0,1.0,Lekki,flat & apartment,Old
3 Bedroom Flat,Ikate Lekki Ikate Lekki Lagos,7000000.0,3.0,3.0,Lekki,flat & apartment,Old
3 Bedroom Apartment With Bq,Lekki Phase 1 Lekki Lagos,30000000.0,3.0,4.0,Lekki,flat & apartment,Old
Furnished Mini Flat,Lekki Phase 1 Lekki Lagos,14000000.0,1.0,1.0,Lekki,flat & apartment,Old
Furnished Studio Apartment,Oniru Victoria Island Lagos,3000000.0,2.0,2.0,Victoria Island,flat & apartment,Old
Mini Flat,Ologolo Lekki Ologolo Lekki Lagos,6000000.0,1.0,1.0,Lekki,flat & apartment,Old
3 Bedroom Apartment,Agungi Estate Agungi Lekki Lagos,8500000.0,3.0,3.0,Lekki,flat & apartment,Old
Newly Built 3 Bedroom Flat,Spg Ologolo Lekki Lagos,7000000.0,3.0,3.0,Lekki,flat & apartment,New
2 Bedroom Apartment,Chevron Drive Lekki Lagos,6000000.0,2.0,2.0,Lekki,flat & apartment,Old
2 Bedroom Flat,Cyber Ville Estate Lekki Right Ikate Lekki Lagos,10000000.0,2.0,2.0,Lekki,flat & apartment,Old
Room Self Contain,Igbo Efon Lekki Igbo Efon Lekki Lagos,1300000.0,1.0,1.0,Lekki,self-contain,Old
2 Bedroom Apartment,Lekki County Ikota Lekki Lagos,4000000.0,2.0,2.0,Lekki,flat & apartment,Old
Standard 3bedroom Flat,Osapa London Lekki Lagos,6000000.0,3.0,3.0,Lekki,flat & apartment,Old
2 Bedroom Flat,Chevron Lekki Chevron Lekki Lagos,6000000.0,2.0,2.0,Lekki,flat & apartment,Old
Furnished Mini Flat,Paradise 3 Estate Chevron Lekki Lagos,4500000.0,1.0,1.0,Lekki,flat & apartment,Old
Standard Mini Flat,Chevy View Estate Lekki Chevron Lekki Lagos,4000000.0,1.0,1.0,Lekki,flat & apartment,Old
Serviced Studio Apartment,Paradise 3 Chevron Drive Lekki Lagos,2500000.0,2.0,2.0,Lekki,flat & apartment,Old
A Room In A Shared Apartment,Ikota Lekki Lagos,1500000.0,2.0,2.0,Lekki,flat & apartment,Old
3 Bedroom Apartment,Spar Road Ikate Lekki Lagos,7500000.0,3.0,3.0,Lekki,flat & apartment,Old
Newly Built 2 Bedroom Apartment,"Ikate, Ilasan Lekki Lagos",7500000.0,2.0,2.0,Lekki,flat & apartment,New
2 Bedroom Apartment,Chevy View Estate Chevron Drive Lekki Lagos,4000000.0,2.0,2.0,Lekki,flat & apartment,Old
Mini Flat,Ologolo Lekki Ologolo Lekki Lagos,3500000.0,1.0,1.0,Lekki,flat & apartment,Old
Neatly Built 4 Bedroom Semi Detached Duplex,Orchid Lekki Lagos,8000000.0,4.0,4.0,Lekki,duplex,Old
Master Bedroom In A Shared Apartment,Van Daniel Orchid Lekki Lagos,2000000.0,2.0,2.0,Lekki,flat & apartment,Old
Serviced Mini Flat,Paradise 3 Estate Chevron Drive Lekki Lagos,3800000.0,2.0,2.0,Lekki,flat & apartment,Old
2 Bedroom Flat,Ilasan Lekki Ilasan Lekki Lagos,6000000.0,2.0,2.0,Lekki,flat & apartment,Old
2 Bedroom Duplex,Ologolo Lekki Ologolo Lekki Lagos,6500000.0,2.0,2.0,Lekki,duplex,Old
Serviced Mini Flat,Ologolo Lekki Lagos,6000000.0,1.0,1.0,Lekki,flat & apartment,Old
3 Bedroom Flat,Osapa London Lekki Lagos,7500000.0,3.0,3.0,Lekki,flat & apartment,Old
3 Bedroom Terraced Duplex With Bq,Ologolo Lekki Lagos,7000000.0,3.0,3.0,Lekki,duplex,Old
2 Bedroom Flat,Ologolo Lekki Ologolo Lekki Lagos,5000000.0,2.0,2.0,Lekki,flat & apartment,Old
Standard 4bedroom Fully Detached Duplex With Bq,Pinnock Beach Estate Osapa London Lekki Lagos,20000000.0,4.0,4.0,Lekki,duplex,Old
2 Bedroom Flat,Spg Ologolo Lekki Ologolo Lekki Lagos,5500000.0,2.0,2.0,Lekki,flat & apartment,Old
Studio Apartment,Chevy View Estate Chevron Drive Lekki Lagos,2000000.0,2.0,2.0,Lekki,flat & apartment,Old
Self Contain Apartment,Spg Ologolo Lekki Ologolo Lekki Lagos,1700000.0,2.0,2.0,Lekki,flat & apartment,Old
4 Bedroom Terrace Duplex With Bq,Salem Ikate Lekki Lagos,13000000.0,4.0,4.0,Lekki,duplex,Old
3 Bedroom Duplex,Osapa London Lekki Lagos,6000000.0,3.0,3.0,Lekki,duplex,Old
Mini Flat,Igbo Efon Lekki Igbo Efon Lekki Lagos,2000000.0,1.0,1.0,Lekki,flat & apartment,Old
Room Self Contained,Igbo Efon Lekki Lagos,2000000.0,1.0,1.0,Lekki,self-contain,Old
Mini Flàt,Chevy View Estate Chevron Drive Lekki Chevron Lekki Lagos,7000000.0,1.0,1.0,Lekki,,Old
Serviced Mini Flat,New Road Opp Chevron Igbo Efon Lekki Lagos,4200000.0,1.0,1.0,Lekki,flat & apartment,Old
2 Bedroom Flat,Ologolo Lekki Lagos,6000000.0,2.0,2.0,Lekki,flat & apartment,Old
Newly Built Mini Flat,Spg Ologolo Lekki Lagos,4000000.0,1.0,1.0,Lekki,flat & apartment,New
4 Bedroom Terrace Duplex,Happy Land Estate Sangotedo Ajah Lagos,7000000.0,4.0,5.0,Ajah,duplex,Old
Studio Apartment,Agungi Estate Beside Dominos Pizza Lekki Lagos,3200000.0,2.0,2.0,Lekki,flat & apartment,Old
Mini Flat,Igbo Efon Lekki Igbo Efon Lekki Lagos,2500000.0,1.0,1.0,Lekki,flat & apartment,Old
Serviced Mini Flat,Paradise 3 Chevron Lekki Lagos,3500000.0,1.0,1.0,Lekki,flat & apartment,Old
Furnished 4 Bedroom Terrace Duplex,Osapa London Lekki Lagos,13000000.0,4.0,4.0,Lekki,duplex,Old
Master Bedroom Shared Apartment,"Lekki County, Ikota Lekki Lagos",2500000.0,2.0,2.0,Lekki,flat & apartment,Old
3 Bedroom Apartment,Ologolo Lekki Ologolo Lekki Lagos,7000000.0,3.0,3.0,Lekki,flat & apartment,Old
3 Bedroom Massionette,Ikate Lekki Ikate Lekki Lagos,9000000.0,3.0,3.0,Lekki,,Old
2 Bedroom Flat,Igbo Efon Lekki Lagos,2500000.0,2.0,2.0,Lekki,flat & apartment,Old
Standard Studio Apartment,Ologolo Lekki Lagos,5000000.0,1.0,1.0,Lekki,flat & apartment,Old
4 Bedroom Duplex,Ikota Villa Lekki Ikota Lekki Lagos,6500000.0,4.0,4.0,Lekki,duplex,Old
6 Bedroom Apartment With Bq,Igbo Efon Lekki Lagos,8000000.0,6.0,6.0,Lekki,flat & apartment,Old
Studio Apartment,Spg Ologolo Lekki Ologolo Lekki Lagos,2500000.0,2.0,2.0,Lekki,flat & apartment,Old
4 Bedroom Massionette,Ologolo Lekki Ologolo Lekki Lagos,8500000.0,4.0,4.0,Lekki,,Old
2 Bedroom Flat,Paradise 3 Chevron Drive Chevron Lekki Lagos,5000000.0,2.0,2.0,Lekki,flat & apartment,Old
A Room In Shared Apartment,Lakeview Park Orchid Lekki Lagos,2700000.0,1.0,1.0,Lekki,flat & apartment,Old
Fuel Station,Expressway Badagry Lagos,12000000.0,,,Badagry,,Old
2 Bedroom Apartment,Osapa Osapa London Lekki Lagos,8500000.0,2.0,2.0,Lekki,flat & apartment,Old
3 Bedroom Apartment,Ikoyi Lagos,40000000.0,3.0,3.0,Ikoyi,flat & apartment,Old
2 Bedroom Apartment,Phase One Lekki Phase 1 Lekki Lagos,7000000.0,2.0,2.0,Lekki,flat & apartment,Old
2 Bedroom Apartment,Ikate Lekki Lagos,7000000.0,2.0,2.0,Lekki,flat & apartment,Old
2/3 Bedroom Apartment,Oniru Victoria Island Lagos,25000000.0,3.0,3.0,Victoria Island,flat & apartment,Old
3 Bedroom Maisonette,Old Ikoyi Ikoyi Lagos,40000000.0,3.0,3.0,Ikoyi,maisonette,Old
2 Bedroom Apartment,Old Ikoyi Ikoyi Lagos,25000000.0,2.0,2.0,Ikoyi,flat & apartment,Old
4bedroom Duplex,Moses Ighodala Shangisha Kosofe Ikosi Lagos,15000000.0,4.0,4.0,Ikosi,duplex,Old
4bedroom Duplex,Mebde Mende Maryland Lagos,10000000.0,4.0,4.0,Maryland,duplex,Old
4bedroom Duplex,Ajelogo Estate Mile 12 Kosofe Ikosi Lagos,6500000.0,4.0,4.0,Ikosi,duplex,Old
4 Bedroom Terrace Duplex,Ahmadu Bello Way Ahmadu Bello Way Victoria Island Lagos,27000000.0,4.0,4.0,Victoria Island,duplex,Old
3 Bedroom Duplex,"Shakiru Anjorin Street Off Admiralty Road, Lekki Phase 1 Lekki Lagos",175000.0,3.0,3.0,Lekki,duplex,Old
Newly Built 4 Bedroom Semi Detached Duplex,Ahmadu Bello Way Ahmadu Bello Way Victoria Island Lagos,45000000.0,4.0,4.0,Victoria Island,duplex,New
5 Bedroom Detached Duplex,Admiralty Way Lekki Phase 1 Lekki Lagos,25000000.0,5.0,5.0,Lekki,duplex,Old
1 Bedroom Flat,Estate Agungi Lekki Lagos,3000000.0,1.0,1.0,Lekki,flat & apartment,Old
Mini Flat,Ijesha Surulere Lagos,1500000.0,1.0,2.0,Surulere,flat & apartment,Old
2 Bedroom Flat,Ijesha Surulere Lagos,2500000.0,2.0,3.0,Surulere,flat & apartment,Old
Room Self Contain,Aguda Surulere Lagos,700000.0,1.0,1.0,Surulere,self-contain,Old
Mini Flat,Satellite Town Amuwo Odofin Lagos,1000000.0,1.0,2.0,Amuwo Odofin,flat & apartment,Old
Room Self Contained,Ogunlana Surulere Lagos,550000.0,1.0,1.0,Surulere,self-contain,Old
2 Bedroom Flat,Ipaja Road Ipaja Lagos,2000000.0,2.0,3.0,Iyana Ipaja,flat & apartment,Old
Mini Flat,Iponri Surulere Lagos,1300000.0,1.0,1.0,Surulere,flat & apartment,Old
4 Bedroom Apartment With Bq,Banana Island Ikoyi Lagos,45000000.0,4.0,4.0,Ikoyi,flat & apartment,Old
Room Self Contain,Berger Ojodu Lagos,1000000.0,1.0,1.0,Ojodu,self-contain,Old
Minii Flat,Ogunlana Surulere Lagos,2000000.0,1.0,2.0,Surulere,flat & apartment,Old
Room Self Contain,Bode Thomas Surulere Lagos,1500000.0,1.0,1.0,Surulere,self-contain,Old
Mini Flat,Lawanson Surulere Lagos,1500000.0,1.0,2.0,Surulere,flat & apartment,Old
Room Self Contain,Iponri Surulere Lagos,1000000.0,1.0,1.0,Surulere,self-contain,Old
Room Self Contain,Governors Road Ikotun Igando Lagos,600000.0,1.0,1.0,Igando,self-contain,Old
Mini Flat,Igando Ikotun Igando Lagos,1200000.0,1.0,2.0,Igando,flat & apartment,Old
2bedroom Flat,Agidingbi Ikeja Lagos,4500000.0,2.0,3.0,Ikeja,flat & apartment,Old
2 Bedroom Flat,Mende Maryland Lagos,3500000.0,2.0,3.0,Maryland,flat & apartment,Old
Room Self Contain,Ojuelegba Surulere Lagos,600000.0,1.0,1.0,Surulere,self-contain,Old
Room Self Contained,Off Oshogun Street Alapere Kosofe Ikosi Lagos,700000.0,1.0,1.0,Ikosi,self-contain,Old
Room Self Contain,Serene And Secure Compound New Road Before Chevron Traffic Light Lekki Chevron Lekki Lagos,1200000.0,1.0,1.0,Lekki,self-contain,Old
Nice 3 Bedroom Flat In A Cossy Area,Omole Phase 1 Ojodu Lagos,4000000.0,3.0,2.0,Ojodu,flat & apartment,Old
Mini Flat,"In An Estate At Carso, Abule Egba Abule Egba Lagos",1000000.0,1.0,1.0,Egba,flat & apartment,Old
Newly Built Mini Flat,Casso Off Iyana Odo Joke Ayo Road Alagbado Abule Egba Lagos,1200000.0,1.0,1.0,Egba,flat & apartment,New
3 Bedroom Flat With Bq,Old Ikoyi Ikoyi Lagos,30000000.0,3.0,3.0,Ikoyi,flat & apartment,Old
4 Bedroom Terrace Duplex With Bq,Off Admiralty Way Lekki Phase 1 Lekki Lagos,25000000.0,4.0,4.0,Lekki,duplex,Old
4 Bedroom Apartment,Banana Island Ikoyi Lagos,45000000.0,4.0,3.0,Ikoyi,flat & apartment,Old
3 Bedroom Flat With Bq,Off Koffo Abayomi Victoria Island Lagos,40000000.0,3.0,3.0,Victoria Island,flat & apartment,Old
4 Bedroom Terrace Duplex,Happy Land Estate Sangotedo Ajah Lagos,7000000.0,4.0,5.0,Ajah,duplex,Old
3 Bedroom Flat,Vi Adeola Odeku Victoria Island Lagos,25000000.0,3.0,2.0,Victoria Island,flat & apartment,Old
Newly Built 2 Bedroom Flat,Ikate Lekki Lagos,10000000.0,2.0,2.0,Lekki,flat & apartment,New
3 Bedroom Apartment,Gerard Road Ikoyi Lagos,40000000.0,3.0,3.0,Ikoyi,flat & apartment,Old
Mini Flat,In A Street At Ekoro Abule Egba Lagos State Abule Egba Abule Egba Lagos,1000000.0,1.0,1.0,Egba,flat & apartment,Old
2 Bedroom Flat,Royal Estate Badore Ajah Lagos,2200000.0,2.0,3.0,Ajah,flat & apartment,Old
Newly Built 2 Bedroom Apartment,Remlek Badore Ajah Lagos,2600000.0,2.0,3.0,Ajah,flat & apartment,New
2 Bedroom Bungalow,Rock Stone Estate Badore Ajah Lagos,2500000.0,2.0,3.0,Ajah,bungalow,Old
Studio Duplex,Lekki Phase 1 Lekki Lagos,80000.0,1.0,1.0,Lekki,duplex,Old
3 Bedroom Apartment,Ikota Villa Estate Lekki Lagos,3500000.0,3.0,3.0,Lekki,flat & apartment,Old
2 Bedroom Apartment,Ikoyi Lagos,25000000.0,2.0,2.0,Ikoyi,flat & apartment,Old
2 Bedroom Apartment,Salem Ikate Lekki Lagos,7000000.0,2.0,2.0,Lekki,flat & apartment,Old
2 Bedroom Maisonette,Lekki Phase 1 Lekki Lagos,12000000.0,2.0,3.0,Lekki,maisonette,Old
Mini Flat,Terra Annex Estate Sangotedo Ajah Lagos,1600000.0,1.0,1.0,Ajah,flat & apartment,Old
2 Bedroom Apartment,Eleganza Housing Estate Vgc Lekki Lagos,4000000.0,2.0,2.0,Lekki,flat & apartment,Old
2 Bedroom Apartment,Oniru Victoria Island Lagos,10000000.0,2.0,2.0,Victoria Island,flat & apartment,Old
3 Bedroom Apartment,Lekki Phase 1 Lekki Lagos,20000000.0,3.0,3.0,Lekki,flat & apartment,Old
4 Bedroom Apartment With Bq,Banana Island Ikoyi Lagos,45000000.0,4.0,4.0,Ikoyi,flat & apartment,Old
3 Bedroom Apartment,Lekki Phase 1 Lekki Lagos,20000000.0,3.0,3.0,Lekki,flat & apartment,Old
3 Bedroom Terrace Duplex,Off Coker Road Ilupeju Lagos,10000000.0,3.0,3.0,Ilupeju,duplex,Old
3 Bedroom Flat Up,Alapere Kosofe Ikosi Lagos,2000000.0,3.0,2.0,Ikosi,flat & apartment,Old
Mini Flat,Soluyi Gbagada Lagos,1700000.0,1.0,1.0,Gbagada,flat & apartment,Old
Hostel,Fadeyi Shomolu Lagos,250000.0,,,Shomolu,,Old
2 Bedroom Flat,Ikorodu Ikorodu Lagos,850000.0,2.0,2.0,Ikorodu,flat & apartment,Old
4 Bedroom Semi Detached Duplex,Mobolaji Bank Anthony Way Ikeja Lagos,9000000.0,4.0,4.0,Ikeja,duplex,Old
Newly Built Mini Flat,Morocco Fadeyi Shomolu Lagos,1800000.0,1.0,1.0,Shomolu,flat & apartment,New
Standard Mini Flat Upstairs,Palmgroove Shomolu Lagos,1300000.0,1.0,1.0,Shomolu,flat & apartment,Old
3 Bedrooms Flat,Igbo Olowo Estate Jumofak Ikorodu Lagos,1300000.0,3.0,3.0,Ikorodu,flat & apartment,Old
Room Self Contained,Fadeyi Shomolu Lagos,1000000.0,1.0,1.0,Shomolu,self-contain,Old
3 Bedroom Flat,Alagomeji Yaba Lagos,4000000.0,3.0,3.0,Yaba,flat & apartment,Old
3 Bedroom Flat,Hermony Estate Gbagada Phase 1 Gbagada Lagos,4000000.0,3.0,3.0,Gbagada,flat & apartment,Old
Newly Built 2 Bedroom Flat,Off Ojuelegba Bus Stop Lawanson Surulere Lagos,3500000.0,2.0,2.0,Surulere,flat & apartment,New
Newly Built 2 Bedroom Flat,New Garage Gbagada Lagos,3500000.0,2.0,2.0,Gbagada,flat & apartment,New
Room Self Contained,Off Bajulaiye Road Sungas Bariga Shomolu Lagos,450000.0,1.0,1.0,Shomolu,self-contain,Old
2 Bedroom Flat,Atunrase Medina Gbagada Lagos,2500000.0,2.0,2.0,Gbagada,flat & apartment,Old
Renovated 3 Bedroom Flat,Onike Yaba Lagos,2800000.0,3.0,3.0,Yaba,flat & apartment,Old
4 Bedroom Terrace Duplex,Happy Land Estate Sangotedo Ajah Lagos,7000000.0,4.0,5.0,Ajah,duplex,Old
2 Bedroom Flat,"Igbo Olowo Estate, Jumofak Ikorodu Lagos",1500000.0,2.0,2.0,Ikorodu,flat & apartment,Old
Newly Built Room Self Contained,Ifako Gbagada Gbagada Lagos,800000.0,1.0,1.0,Gbagada,self-contain,New
2 Bedroom Flat,Agric Ikorodu Lagos,1200000.0,2.0,2.0,Ikorodu,flat & apartment,Old
A Room Self Contained,"Off First Gate Bus Stop, Odongunyan Ikorodu Lagos",400000.0,1.0,1.0,Ikorodu,self-contain,Old
Newly Renovated 2 Bedroom Flat,Samadit Isheri Bucknor Isolo Lagos,1000000.0,2.0,3.0,Isolo,flat & apartment,Old
Newly Built 2 Bedroom Flat,"Fagbile Estate, Off Isheri Bucknor Isolo Lagos",1200000.0,2.0,3.0,Isolo,flat & apartment,New
Newly Built 2 Bedroom Flat,Mobil Isheri Bucknor Isolo Lagos,1000000.0,2.0,3.0,Isolo,flat & apartment,New
Newly Built 3 Bedroom Flat,Behind Community Bridge Ago Palace Bucknor Isolo Lagos,2000000.0,3.0,4.0,Isolo,flat & apartment,New
Newly Built 2 Bedroom Flat,Akowonjo Alimosho Lagos,2000000.0,2.0,3.0,Alimosho,flat & apartment,New
Newly Renovated 3 Bedroom Flat,Off Transformer Bus Stop Bucknor Isolo Lagos,1800000.0,3.0,3.0,Isolo,flat & apartment,Old
Newly Built 2 Bedroom Flat,Behind Fasheun Bridge Ago Palace Bucknor Isolo Lagos,1700000.0,2.0,3.0,Isolo,flat & apartment,New
Newly Built Mini Flat,Off Tijani Salako Street Bucknor Isolo Lagos,1000000.0,1.0,2.0,Isolo,flat & apartment,New
Mini Flat,Mende Maryland Lagos,1200000.0,1.0,1.0,Maryland,flat & apartment,Old
3 Bedroom Apartment,Bourdillon Ikoyi Lagos,30000000.0,3.0,3.0,Ikoyi,flat & apartment,Old
4 Bedroom Duplex,Ifako Gbagada Gbagada Lagos,10000000.0,4.0,4.0,Gbagada,duplex,Old
Renovated 2bedroom Flat,Off Coker Road Coker Road Ilupeju Lagos,3500000.0,2.0,2.0,Ilupeju,flat & apartment,Old
Serviced Studio Apartment,Off Admiralty Way Lekki Phase 1 Lekki Lagos,3500000.0,2.0,1.0,Lekki,flat & apartment,Old
Serviced 2 Bedroom Apartment,Horizon 2 Ikate Lekki Lagos,8000000.0,2.0,2.0,Lekki,flat & apartment,Old
2 Bedroom Flat,Lekki Lagos,4000000.0,2.0,2.0,Lekki,flat & apartment,Old
4 Bedroom Semi Detached Duplex,"Victory Pack Estate, Lekki Lagos",20000000.0,4.0,4.0,Lekki,duplex,Old
2 Bedroom Apartment,"Ikate Elegushi, Lekki Lagos",12000000.0,2.0,2.0,Lekki,flat & apartment,Old
New Two Bedroom Flat,Adekanbi Taylor Oke Ira Ogba Lagos,3000000.0,2.0,2.0,Ogba,flat & apartment,Old
3 Bedroom Apartment With Bq,Ikota County Ikota Lekki Lagos,5500000.0,3.0,3.0,Lekki,flat & apartment,Old
4 Bedrooms Semi Detached Duplex,"Monastery Estates Shoprite, Sangotedo Ajah Lagos",8000000.0,4.0,4.0,Ajah,duplex,Old
4 Bedroom Semi Detached Duplex,Osborne Phase 1 Ikoyi Lagos,30000000.0,4.0,4.0,Ikoyi,duplex,Old
4 Bedroom Detached Duplex,Lakowe Lakes Golf Estate Ajah Lagos,20000000.0,4.0,4.0,Ajah,duplex,Old
3 Bedroom Terrace Duplex,Ocean Bay Estate Orchid Road Orchid Lekki Lagos,7000000.0,3.0,3.0,Lekki,duplex,Old
3 Bedroom Terrace Furnished Duplex,Camberwall Estate Abijo Abijo Ajah Lagos,7000000.0,3.0,3.0,Ajah,duplex,Old
3 Bedroom Terrace Duplex,Vgc Lekki Lagos Vgc Lekki Lagos,7500000.0,3.0,3.0,Lekki,duplex,Old
A Room Bq,Road 4 Lekki Scheme 2 Lekki Scheme 2 Ajah Lagos,600000.0,1.0,1.0,Ajah,,Old
Furnished 3 Bedroom Apartment,Victoria Island Lagos,25500000.0,3.0,2.0,Victoria Island,flat & apartment,Old
2 Bedroom Flat,"Ebute, Ikorodu, Lagos Ikorodu Lagos",2000000.0,2.0,2.0,Ikorodu,flat & apartment,Old
3 Bedroom Apartment With Bq,Lekki Phase 1 Lekki Lagos,30000000.0,3.0,4.0,Lekki,flat & apartment,Old
3 Bedroom Terraced Duplex,"Harris Drive, Vgc, Lekki Lagos",7000000.0,3.0,3.0,Lekki,duplex,Old
2 Bedroom Flat,"Malete, Lakowe Ajah Lagos",800000.0,2.0,2.0,Ajah,flat & apartment,Old
2 Bedroom Duplex,"Elesekan, Lakowe Ajah Lagos",2000000.0,2.0,2.0,Ajah,duplex,Old
Newly Built 3bedroom Flat,Ikate Ikate Lekki Lagos,8000000.0,3.0,3.0,Lekki,flat & apartment,New
Room And Parlour Self Contain,Good News Estate Sangotedo Ajah Lagos,1400000.0,1.0,1.0,Ajah,self-contain,Old
Newly Built Two Bedroom Flat,Alatise After Shapati Alatise Ibeju Lekki Lagos,1500000.0,2.0,2.0,Lekki,flat & apartment,New
4 Bedroom Duplex,Chevron Estate Chevron Lekki Lagos,6500000.0,4.0,4.0,Lekki,duplex,Old
3 Bedroom Flat,Royal Palm Will Estate Badore Ajah Lagos,3000000.0,3.0,3.0,Ajah,flat & apartment,Old
Newly Built Mini Flat,Unity Estate Badore Badore Ajah Lagos,1500000.0,1.0,1.0,Ajah,flat & apartment,New
2 Bedroom Flat,Mega Estate By Badore Raod Ajah Lagos,2500000.0,2.0,2.0,Ajah,flat & apartment,Old
Shared Apartment,Royal Palm Will Estate Badore Ajah Lagos,6500000.0,2.0,2.0,Ajah,flat & apartment,Old
2 Bedroom Flat,Ikeja Aguda(ogba) Ogba Lagos,1600000.0,2.0,2.0,Ogba,flat & apartment,Old
1 Bedroom Apartment,Ikosi Oregun Ikeja Lagos,1500000.0,1.0,1.0,Ikeja,flat & apartment,Old
4 Bedroom Terraced Duplex,Off Opebi Road Opebi Ikeja Lagos,15000000.0,4.0,4.0,Ikeja,duplex,Old
Mini Flat,Oregun Alausa Oregun Ikeja Lagos,1500000.0,1.0,1.0,Ikeja,flat & apartment,Old
Serviced 4 Bedroom Terrace Duplex,"Fairview Estate, Colman Nwafor Street Orchid Lekki Lagos",7000000.0,4.0,4.0,Lekki,duplex,Old
3 Bedroom Apartment,Banana Island Ikoyi Lagos,50000000.0,3.0,3.0,Ikoyi,flat & apartment,Old
Furnished 5 Bedroom Detached Duplex With Pool,"Megamond Estate ,lekki Lagos Chevron Lekki Lagos",30000000.0,5.0,5.0,Lekki,duplex,Old
3 Bedroom Flat With Bq,Phase 1 Osborne Foreshore Estate Ikoyi Lagos,12500000.0,3.0,3.0,Ikoyi,flat & apartment,Old
"Luxury Self Con Apartment,kitchen,water 20 22hrs Powr",Ologolo Lekki Lagos,2700000.0,1.0,1.0,Lekki,flat & apartment,Old
"Beautiful 3 Bedroom Flat Bq,kitchen,water",Old Ikoyi Ikoyi Lagos,35000000.0,3.0,4.0,Ikoyi,flat & apartment,Old
2 Bedroom Apartment,Badore Ajah Lagos,2700000.0,2.0,2.0,Ajah,flat & apartment,Old
2 Bedroom Apartment,Unity Estate Badore Ajah Lagos,1200000.0,2.0,2.0,Ajah,flat & apartment,Old
Single Room Self Contained,"By D Place Restaurant Towards The Gate, Lekki Phase 1 Lekki Lagos",5000000.0,1.0,1.0,Lekki,self-contain,Old
2bedroom Apartment With Bq,Ikate Lekki Lagos,11000000.0,2.0,2.0,Lekki,flat & apartment,Old
2bedroom Maisonette Apartment,Richmond Gate Estate Ikate Lekki Lagos,9000000.0,2.0,2.0,Lekki,flat & apartment,Old
5 Bedroom Semi Detached Duplex,"Cowry Creek, Ikate Elegushi, Lekki Lagos",25000000.0,5.0,5.0,Lekki,duplex,Old
3 Bedroom Apartment,Bourdillon Ikoyi Lagos,30000000.0,3.0,3.0,Ikoyi,flat & apartment,Old
4 Bedroom Semi Detached Duplex,Victoria Island Lagos,30000000.0,4.0,4.0,Victoria Island,duplex,Old
4 Bedroom Terrace Duplex,Conservation Orchid Lekki Lagos,11000000.0,4.0,4.0,Lekki,duplex,Old
3 Bedroom Flat,Victoria Island Lagos,25000000.0,3.0,3.0,Victoria Island,flat & apartment,Old
Room Self Contained,"Salem Ikate, Lekki Lagos",2300000.0,1.0,1.0,Lekki,self-contain,Old
2 Bedroom Flat,Star Time Estate Ago Palace Okota Lagos,3000000.0,2.0,2.0,Okota,flat & apartment,Old
2 Bedroom Apartment,"Ikate, Lekki Lagos",8000000.0,2.0,2.0,Lekki,flat & apartment,Old
Single Room Self Contained,"Oral Estate Opposite Chevron Alternative Road, Lekki Phase 2 Lekki Lagos",1600000.0,1.0,1.0,Lekki,self-contain,Old
1 Bedroom Apartment,Lekki Phase 1 Lekki Lagos,20000000.0,1.0,1.0,Lekki,flat & apartment,Old
4 Bedroom Terrace Duplex Avaliable,Ikate Lekki Lagos,12000000.0,4.0,4.0,Lekki,duplex,Old
5 Bedroom Fully Detached Duplex With Bq Available,Off Lekki Epe Expressway Ajah Lagos,18000000.0,5.0,5.0,Ajah,duplex,Old
2 Bedroom Apartmemt,Megamound Estate Ikota Lekki Lagos,4000000.0,2.0,2.0,Lekki,,Old
